,Place,Phrase,Form,Type,KeyLexemes;
51437,3,А...,CL,2,произнести;
51438,1,один,APROnom,1,произнести;
51439,3,кричит,CL,2,произнести;
51440,1,отец,Snom,1,произнести;
51441,3,берите- ка,CL,2,произнести;
51442,3,дома,CL,2,произнести;
51443,3,дом,CL,2,произнести;
51444,1,Лариса,Snom,1,произнести;
51445,3,довольно,CL,2,произнести;
51446,3,что,CL,2,произнести;
51447,3,Андрей,CL,2,произнести;
51448,3,приведён,CL,2,произнести;
51449,1,Хайдеггер,Snom,1,произнести;
51450,3,Бывает,CL,2,произнести;
51451,1,Пушкин,Snom,1,произнести;
51452,3,думал,CL,2,произнести;
51453,3,нужно,CL,2,произнести;
51455,3,остановите,CL,2,произнести;
51456,1,Мардарий,Snom,1,произнести;
51457,3,Чюки- чюки- чюк!,CL,2,произнести;
51458,1,голос,Snom,1,произнести;
51459,3,Кто,CL,2,произнести;
51460,1,отец,Snom,1,произнести;
51461,3,женщина,CL,2,произнести;
51462,1,старшина,Snom,1,произнести;
51463,3,А-гаааа,CL,2,произнести;
51464,1,немец,Snom,1,произнести;
51465,3,Сталин,CL,2,произнести;
51466,1,граф,Snom,1,произнести;
51467,3,baisse,CL,2,произнести;
51468,1,Корытин- младший,Snom,1,произнести;
51469,3,папа,CL,2,произнести;
51470,3,нет,CL,2,произнести;
51471,1,Адольф,Snom,1,произнести;
51472,3,покажем,CL,2,произнести;
51473,1,Чертопханов,Snom,1,произнести;
51474,1,Васька,Snom,1,произнести;
51475,3,с испугу,CL,2,произнести;
51476,3,дайте,CL,2,произнести;
51477,1,человек,Snom,1,произнести;
51478,1,Жиль,Snom,1,произнести;
51479,3,благодарим,CL,2,произнести;
51480,1,начальник,Snom,1,произнести;
51481,3,знаю,CL,2,произнести;
51482,3,во-о-о-т,CL,2,произнести;
51483,3,бояться,CL,2,произнести;
51484,3,слово,Sacc,3,произнести;
51485,4,с / смаком,Sins,2,произнести;
51486,1,она,SPROnom,1,произнести;
51488,4,шёпотом,Sins,2,произнести;
51489,1,Хозяин,Snom,1,произнести;
51490,3,тост,Sacc,3,произнести;
51491,1,дух,Snom,1,произнести;
51492,4,Зажимая,Vger,2,произнести;
51493,4,Рассказав,Vger,2,произнести;
51494,1,он,SPROnom,1,произнести;
51495,4,нараспев,ADV,2,произнести;
51496,1,Никто,SPROnom,1,произнести;
51497,3,названия,Sgen,2,произнести;
51498,4,верно,ADV,2,произнести;
51499,3,его,SPROacc,3,произнести;
51500,4,вслух,ADV,2,произнести;
51501,1,Сологуб,Snom,1,произнести;
51502,4,монотонно,ADV,2,произнести;
51503,3,исповедь,Sacc,3,произнести;
51504,4,в слезах,в + Sloc,2,произнести;
51505,1,Поэт- классик,Snom,1,произнести;
51506,3,приговор,Sacc,3,произнести;
51507,4,подыскав,Vger,2,произнести;
51508,4,Мягко,ADV,2,произнести;
51509,1,Чуриков,Snom,1,произнести;
51510,3,фразу,Sacc,3,произнести;
51511,4,Призвав,Vger,2,произнести;
51512,1,святым,Sins,2,произнести;
51513,3,слова,Sacc,1,произнести;
51514,4,правдиво,ADV,2,произнести;
51515,4,назидательно,ADV,2,произнести;
51516,1,человеком,Sins,2,произнести;
51517,3,ИСТИНА,Snom,1,произнести;
51518,4,твёрдо,ADV,2,произнести;
51519,1,Толстой,Snom,1,произнести;
51520,4,голосом,Sins,2,произнести;
51521,1,Иван,Snom,1,произнести;
51522,4,виновато,ADV,2,произнести;
51523,1,Консейль,Snom,1,произнести;
51524,4,скороговоркой,Sins,2,произнести;
51525,1,Я,SPROnom,1,произнести;
51526,4,наизусть,ADV,2,произнести;
51527,3,которое,APROnom,3,произнести;
51528,4,так,ADVPRO,2,произнести;
51529,4,с уважением,с + Sins,2,произнести;
51530,1,Силослав,Snom,1,произнести;
51531,3,второе,ANUMacc,3,произнести;
51532,4,тихо,ADV,2,произнести;
51533,3,слово,Sacc,1,произнести;
51534,4,в / интонации,в + Sloc,2,произнести;
51535,4,жалобно,ADV,2,произнести;
51536,1,Ты,SPROnom,1,произнести;
51537,3,слова,Sacc,3,произнести;
51538,4,дишкантом,Sins,2,произнести;
51539,3,выговоры,Sacc,1,произнести;
51541,4,с пафосом,с + Sins,2,произнести;
51542,1,Бабушка,Snom,1,произнести;
51543,3,это,SPROnom,3,произнести;
51544,3,ЗАКЛИНАНИЕ,Sacc,3,произнести;
51545,4,Отойди,CL,2,произнести;
51546,3,буквою,Sins,1,произнести;
51547,4,протяжно,ADV,2,произнести;
51548,3,ЛОЖЬ,Sacc,3,произнести;
51549,1,генерал,Snom,1,произнести;
51550,3,фразу,Sacc,1,произнести;
51551,1,Модль,Snom,1,произнести;
51552,3,речь,Sacc,3,произнести;
51553,1,солдатом,Sins,2,произнести;
51554,3,имя,Sacc,1,произнести;
51555,1,бабушкой,Sins,2,произнести;
51556,3,фраза,Snom,1,произнести;
51557,3,осуждение,Sacc,3,произнести;
51558,3,идиот,Snom,1,произнести;
51559,1,я,SPROnom,1,произнести;
51561,3,имени,Sgen,1,произнести;
51562,1,который,APROnom,1,произнести;
51563,3,её,SPROacc,3,произнести;
51565,3,суд,Sacc,3,произнести;
51567,3,слово,Snom,1,произнести;
51568,1,Егор,Snom,1,произнести;
51569,1,Собеседник,Snom,1,произнести;
51570,1,главой,Sins,1,произнести;
51572,3,слова,Snom,3,произнести;
51573,1,Лёва,Snom,1,произнести;
51574,3,шутку,Sacc,3,произнести;
51575,1,исполнитель,Snom,1,произнести;
51576,3,высказывания,Sacc,3,произнести;
51577,4,над / головой,над + Sins,2,произнести;
51578,1,Мать,Snom,1,произойти;
51580,3,из / семьи,из + Sgen,2,произойти;
51581,1,слово,Snom,1,произойти;
51583,3,из МОСС,из + Sgen,2,произойти;
51584,1,переход,Snom,1,произойти;
51585,3,из парамагнитного,из + Sgen,2,произойти;
51586,1,он,SPROnom,1,произойти;
51587,1,что,SPROnom,1,произойти;
51588,1,смена,Snom,1,произойти;
51589,1,это,SPROnom,1,произойти;
51590,1,восстановление,Snom,1,произойти;
51591,1,обратное,Snom,1,произойти;
51592,1,Выборы,Snom,1,произойти;
51594,1,реализация,Snom,1,произойти;
51596,1,этого,SPROgen,1,произойти;
51599,1,нечто,SPROnom,1,произойти;
51600,1,то,SPROnom,1,произойти;
51601,1,что-то,SPROnom,1,произойти;
51602,1,что-то,SPROnom,1,произойти;
51603,1,митинг,Snom,1,произойти;
51605,1,которое,APROnom,1,произойти;
51606,1,оно,SPROnom,1,произойти;
51607,1,Столько,NUMnom,1,произойти;
51608,1,биологизация,Snom,1,произойти;
51609,1,привлечение,Snom,1,произойти;
51610,1,ход,Snom,1,произойти;
51611,1,события,Snom,1,произойти;
51612,1,освещение,Snom,1,произойти;
51613,1,смрад,Snom,1,произойти;
51614,1,изменения,Snom,1,произойти;
51615,1,это,Snom,1,произойти;
51616,1,снижение,Snom,1,произойти;
51617,3,на рынке,на + Sloc,2,произойти;
51618,3,на / рынках,на + Sloc,2,произойти;
51619,1,изменения,Snom,1,произойти;
51620,3,в экономике,в + Sloc,2,произойти;
51621,3,в начале,в + Sloc,2,произойти;
51622,1,всё,SPROnom,1,произойти;
51623,3,вне / поля,вне + Sgen,2,произойти;
51624,1,События,Snom,1,произойти;
51626,3,в / Франции,в + Sloc,2,произойти;
51627,1,действие,Snom,1,произойти;
51628,3,в коммуналках,в + Sloc,2,произойти;
51629,3,перед ним,перед + SPROins,2,произойти;
51630,3,в городе,в + Sloc,2,произойти;
51631,3,на / свете,на + Sloc,2,произойти;
51632,1,ничего,SPROgen,1,произойти;
51634,3,там,ADVPRO,2,произойти;
51635,1,прощание,Snom,1,произойти;
51636,3,В / доме,в + Sloc,2,произойти;
51637,3,между ними,между + SPROins,2,произойти;
51638,3,в / семье,в + Sloc,2,произойти;
51639,1,такое,APROnom,1,произойти;
51640,3,в классе,в + Sloc,2,произойти;
51641,3,на льду,на + Sloc,2,произойти;
51642,1,усиление,Snom,1,произойти;
51643,3,Время от времени,ADV,2,произойти;
51644,3,в области,в + Sloc,2,произойти;
51645,1,разлом,Snom,1,произойти;
51646,3,в нём,в + SPROloc,2,произойти;
51647,1,отшелушивание,Snom,1,произойти;
51648,3,В течение 2- 3 дней,в + Sloc,2,произойти;
51649,3,здесь,ADVPRO,2,произойти;
51650,3,в Москве,в + Sloc,2,произойти;
51651,3,так,ADVPRO,2,произойти;
51652,1,Освоение,Snom,1,произойти;
51653,3,в процессе / деятельности,в + процессе + Sgen,2,произойти;
51654,3,не на / кухне,на + Sloc,2,произойти;
51655,1,Съёмки,Snom,1,произойти;
51656,3,в / пик,в + Sloc,2,произойти;
51657,1,потасовки,Snom,1,произойти;
51658,3,у них / возле цирка,у + SPROgen,2,произойти;
51659,3,благодаря мышцам,благодаря + Sx,2,произойти;
51660,3,в / движении,в + Sloc,2,произойти;
51661,1,усреднение,Snom,1,произойти;
51662,1,процесс,Snom,1,произойти;
51663,3,вокруг / вопроса,вокруг + Sgen,2,произойти;
51664,1,повторяемость,Snom,1,произойти;
51666,3,в / Вселенной,в + Sloc,2,произойти;
51667,1,придерживание,Snom,1,произойти;
51668,3,в течение,в + Sloc,2,произойти;
51669,3,глубже,ADV,2,произойти;
51670,3,до этого,до + SPROgen,2,произойти;
51671,1,случаи,Snom,1,произойти;
51673,3,ранее,ADV,2,произойти;
51674,3,с / согласия,с + Sgen,2,произойти;
51675,1,Столкновение,Snom,1,произойти;
51676,3,между людьми,между + Sins,2,произойти;
51677,1,переименование,Snom,1,произойти;
51678,3,на / планетах,на + Sloc,2,произойти;
51679,1,дело,Snom,1,произойти;
51680,3,на / шхуне,на + Sloc,2,произойти;
51681,3,образом,Sins,2,произойти;
51682,3,ежедневно,ADV,2,произойти;
51684,3,Вчера,ADV,2,произойти;
51685,3,вокруг,ADV,2,произойти;
51686,3,в квартире,в + Sloc,2,произойти;
51687,1,операции,Snom,1,произойти;
51688,3,между экономикой,{ADV / PRгде + Sx},2,произойти;
51689,3,на / пространстве,{ADV / PRгде + Sx},2,произойти;
51690,3,там,{ADV / PRгде + Sx},2,произойти;
51691,3,из-за / отношения,из-за + Sgen,2,произойти;
51692,3,оттого,оттого + что + CL,2,произойти;
51693,1,обиды,Snom,1,произойти;
51694,3,из-за того,из-за + SPROgen,2,произойти;
51695,3,оттого,ADVPRO,2,произойти;
51696,3,с умершим,с + Sins,2,произойти;
51697,3,со мной,с + SPROins,2,произойти;
51698,3,с / сделкой,с + Sins,2,произойти;
51699,1,Так,ADVPRO,1,произойти;
51701,3,с песнями,с + Sins,2,произойти;
51702,3,с ним,с + SPROins,2,произойти;
51703,1,Что,Snom,1,произойти;
51704,3,со мной,с + Sins,2,произойти;
51705,3,с нами,с + Sins,2,произойти;
51706,3,с квартирой,с + Sins,2,произойти;
51707,1,всего,Sgen,1,произойти;
51708,3,с ним,с + Sins,2,произойти;
51709,1,Удар,Snom,1,произойти;
51710,3,в барьер,в + Sacc,2,произойти;
51711,1,слух,Snom,1,пройти;
51713,3,В / посёлке,в + Sloc,2,пройти;
51714,3,В кругах,в + Sloc,2,пройти;
51715,1,это,SPROnom,1,пройти;
51717,3,ему,SPROdat,2,пройти;
51718,1,презентация,Snom,1,пройти;
51720,3,В / клубе,{ADV / PRгде + Sx},2,пройти;
51721,1,которая,Snom,1,пройти;
51722,3,через / болота,{ADV / PRтраект + Sx},2,пройти;
51723,4,в Ислу,{ADV / PRкуда + Sy},2,пройти;
51725,3,коридором,Sins,2,пройти;
51726,3,шагов,NUMgen,2,пройти;
51727,4,по посёлку,{ADV / PRтраект + Sx},2,пройти;
51728,1,Рубин,Snom,1,пройти;
51730,3,к ним,к + SPROdat,2,пройти;
51731,3,в блиндаж,в + Sacc,2,пройти;
51732,1,Они,SPROnom,1,пройти;
51734,3,в комнату к детям,в + Sacc | к + Sdat,2,пройти;
51735,1,я,SPROnom,1,пройти;
51737,3,в кухоньку,в + Sacc,2,пройти;
51739,3,к изгороди,к + Sdat,2,пройти;
51740,1,Франгейт,Snom,1,пройти;
51741,3,к / дереву,к + Sdat,2,пройти;
51742,1,интересующихся,Sgen,1,пройти;
51743,3,в гости,в + Sacc2,2,пройти;
51745,3,через / будку,PRтраект + Sx,2,пройти;
51746,3,Немного,ADV,3,пройти;
51747,1,Он,Snom,1,пройти;
51748,3,вверх,ADV,3,пройти;
51749,3,мимо,ADV,3,пройти;
51750,1,турки,Snom,1,пройти;
51751,3,по трое,по + NUMacc,3,пройти;
51752,1,она,SPROnom,1,пройти;
51753,3,шаг,Sacc,3,пройти;
51754,1,ватага,Snom,1,пройти;
51755,1,мальчик,Snom,1,пройти;
51757,3,путь,Sacc,3,пройти;
51758,4,За оборот,за + Sacc,2,пройти;
51759,1,Заяц,Snom,1,пройти;
51760,1,Женщины,Snom,1,пройти;
51761,1,боли,Snom,1,пройти;
51762,1,народ,Snom,1,пройти;
51764,3,в вестибюль,в + Sacc,2,пройти;
51765,1,Поправки,Snom,1,пройти;
51766,3,чтение,Sacc,3,пройти;
51767,1,закон,Snom,1,пройти;
51768,3,чтения,NUMacc,3,пройти;
51769,3,через огонь,через + Sacc,2,пройти;
51770,1,кандидатов,NUMnom,1,пройти;
51772,3,через руки,через + Sacc,2,пройти;
51773,1,часть,Snom,1,пройти;
51774,1,Сержант,Snom,1,пройти;
51775,3,действия,Sacc,3,пройти;
51776,1,депутатами,Snom,1,пройти;
51777,3,испытание,Sacc,3,пройти;
51778,3,регистрацию,Sacc,3,пройти;
51779,1,человек,Snom,1,пройти;
51781,3,проверку,Sacc,3,пройти;
51783,3,тест,Snom,1,пройти;
51784,1,волна,Snom,1,пройти;
51785,3,ниточкой,Sins,2,пройти;
51786,1,номер,Snom,1,пройти;
51787,3,на ура,на + Sacc,2,пройти;
51788,1,итальянка,Snom,1,пройти;
51789,3,Мимо,ADV,2,пройти;
51790,1,личность,Snom,1,пройти;
51792,1,бессонница,Snom,1,пройти;
51793,1,голова,Snom,1,пройти;
51794,1,Досада,Snom,1,пройти;
51795,1,год,Snom,1,пройти;
51796,1,недели,Snom,1,пройти;
51797,1,года,NUMcomp,1,пройти;
51798,1,минута,Snom,1,пройти;
51799,1,часа,NUMnom,1,пройти;
51800,1,месяца,Sgen,1,пройти;
51801,1,порядочно времени,Snom / Sgen,1,пройти;
51802,1,лет,Snom / Sgen,1,пройти;
51803,1,месяц,Snom / Sgen,1,пройти;
51804,1,время,Snom,1,пройти;
51805,1,Потрясение,Snom,1,пройти;
51807,1,чём-то,SPROnom,1,пройти;
51808,1,бал,Snom,1,пройти;
51809,1,лет,NUMnom,1,пройти;
51810,1,веке,Sloc,1,пройти;
51811,1,месяцев,NUMcomp,1,пройти;
51812,3,Со дня,с + Sgen,2,пройти;
51813,1,лет,Snom,1,пройти;
51814,3,С тех пор,с + APROgen + Sgen,2,пройти;
51815,3,с приезда,с + Sgen,2,пройти;
51816,1,года,NUMnom,1,пройти;
51817,3,после смерти,после + Sgen,2,пройти;
51818,1,эвакуация,Snom,1,пройти;
51819,3,без / потерь,без + Sgen,2,пройти;
51820,1,процесс,Snom,1,пройти;
51822,3,тише,ADV,2,пройти;
51823,1,мероприятие,Snom,1,пройти;
51824,3,спокойно,ADV,2,пройти;
51825,1,день,Snom,1,пройти;
51826,3,без того,без + SPROgen,2,пройти;
51827,1,он,SPROnom,1,пройти;
51828,3,Половину,Sacc,3,пройти;
51830,3,аллею,Sacc,3,пройти;
51831,1,предприятия,Snom,1,пройти;
51832,1,который,APROnom,1,пройти;
51833,3,с 14 по 21 сентября,с + Sgen по + Sacc,2,пройти;
51834,1,спартакиада,Snom,1,пройти;
51835,3,в начале сентября,в + Sloc,2,пройти;
51836,3,в июле,в + Sloc,2,пройти;
51837,1,выборы,Snom,1,пройти;
51838,3,в конце / года,в + Sloc,2,пройти;
51839,1,конференция,Snom,1,пройти;
51840,3,июня,Sgen,2,пройти;
51841,1,вручение,Snom,1,пройти;
51842,3,мая,Sgen,2,пройти;
51843,1,пресс-конференция,Snom,1,пройти;
51844,3,Вчера,ADV,2,пройти;
51845,1,плоту,Sdat,1,пройти;
51847,3,весной,Sins,2,пройти;
51848,1,друзей,NUMnom,1,пройти;
51849,3,мимо нас,мимо + SPROgen,2,пройти;
51850,3,мимо меня,мимо + SPROgen,2,пройти;
51851,1,лица,Snom,1,пройти;
51852,3,перед / глазами,перед + глазами,2,пройти;
51853,1,Таня,Snom,1,пройти;
51854,3,мимо конторы,мимо + Sgen,2,пройти;
51856,3,по берегу,по + Sdat,2,пройти;
51857,3,по сеням,по + Sdat,2,пройти;
51858,1,Змейка,Snom,1,пройти;
51859,3,по лбу,по + Sdat,2,пройти;
51860,1,холод,Snom,1,пройти;
51861,3,по спине,по + Sdat,2,пройти;
51862,1,жизнь,Snom,1,пройти;
51863,3,в / доме,в + Sloc,2,пройти;
51864,1,Смешок,Snom,1,пройти;
51865,3,среди зрителей,среди + Sgen,2,пройти;
51866,1,шепоток,Snom,1,пройти;
51867,3,среди друзей,среди + Sgen,2,пройти;
51868,1,прогон,Snom,1,пройти;
51869,3,В / городе,в + Sloc,2,пройти;
51870,1,клубу,Sdat,1,пройти;
51871,3,Магнитку,Sacc,3,пройти;
51872,1,дней,NUMnom,1,пройти;
51873,3,как / сняли,как + CL,2,пройти;
51874,1,месяцев,NUMnom,1,пройти;
51875,3,как / стал,как + CL,2,пройти;
51876,3,как случилось,как + CL,2,пройти;
51877,1,голос,Snom,1,прокричать;
51879,3,Братцы,«CL»,2,прокричать;
51880,1,Олег,Snom,1,прокричать;
51881,3,визитеру,«CL»,2,прокричать;
51882,1,дворник,Snom,1,прокричать;
51883,3,пустят,«CL»,2,прокричать;
51884,1,он,SPROnom,1,прокричать;
51885,3,Прощай,«CL»,2,прокричать;
51886,1,кунс,Snom,1,прокричать;
51887,3,Во имя / кремня,«CL»,2,прокричать;
51888,1,красноармеец,Snom,1,прокричать;
51889,3,Где,«CL»,2,прокричать;
51890,1,Волков,Snom,1,прокричать;
51891,3,знаком,«CL»,2,прокричать;
51892,1,воины,Snom,1,прокричать;
51894,3,Слава,«CL»,2,прокричать;
51895,3,Молодцы,«CL»,2,прокричать;
51896,1,Фурдецкий,Snom,1,прокричать;
51897,3,зарекомендовали,«CL»,2,прокричать;
51898,1,Бандура,Snom,1,прокричать;
51899,3,Фрицы!,«CL»,2,прокричать;
51900,1,Джекки,Snom,1,прокричать;
51902,3,Держись,«CL»,2,прокричать;
51903,1,супруга,Snom,1,прокричать;
51904,3,Взять,«CL»,2,прокричать;
51905,1,унтер,Snom,1,прокричать;
51906,3,слушай,«CL»,2,прокричать;
51907,3,бардак,«CL»,2,прокричать;
51908,1,Фагот,Snom,1,прокричать;
51909,3,один,«CL»,2,прокричать;
51910,1,Савелий,Snom,1,прокричать;
51911,3,наплевать,CL,2,прокричать;
51912,1,Никанор,Snom,1,прокричать;
51914,3,Ключи,CL,2,прокричать;
51915,1,Гюзель,Snom,1,прокричать;
51916,3,Софа!,«CL»,2,прокричать;
51917,1,кто-то,SPROnom,1,прокричать;
51918,3,Чучело,«CL»,2,прокричать;
51919,1,Остапов,Snom,1,прокричать;
51920,3,Стрелять,«CL»,2,прокричать;
51921,1,человек,Snom,1,прокричать;
51922,3,благословлю,«CL»,2,прокричать;
51923,1,птица,Snom,1,прокричать;
51924,3,возьми,«CL»,2,прокричать;
51925,1,Рябов,Snom,1,прокричать;
51926,3,голыми,«CL»,2,прокричать;
51927,1,Фома,Snom,1,прокричать;
51928,3,делают,«CL»,2,прокричать;
51929,1,Ольга,Snom,1,прокричать;
51930,3,У подъезда,«CL»,2,прокричать;
51931,1,мы,SPROnom,1,прокричать;
51932,3,готовы,«CL»,2,прокричать;
51933,3,работают,«CL»,2,прокричать;
51934,3,Пора,«CL»,2,прокричать;
51935,1,Синичкин,Snom,1,прокричать;
51936,3,вызывайте,«CL»,2,прокричать;
51937,1,она,SPROnom,1,прокричать;
51938,3,Пошли,«CL»,2,прокричать;
51939,1,Илья,Snom,1,прокричать;
51940,3,потише,«CL»,2,прокричать;
51941,1,Козликов,Snom,1,прокричать;
51942,3,трясется,«CL»,2,прокричать;
51943,1,Волошин,Snom,1,прокричать;
51944,3,Темен,«CL»,2,прокричать;
51945,3,надо,«CL»,2,прокричать;
51946,1,Никанор,Snom,1,прокричать;
51947,3,Нету,«CL»,2,прокричать;
51948,1,мальчики,Snom,1,прокричать;
51949,3,Спасибо!,«CL»,2,прокричать;
51950,1,Вийольба,Snom,1,прокричать;
51951,3,здравствует,«CL»,2,прокричать;
51952,3,Ничего,«CL»,2,прокричать;
51953,3,дело,«CL»,2,прокричать;
51954,1,Совримович,Snom,1,прокричать;
51955,3,они,«CL»,2,прокричать;
51956,1,попугай,Snom,1,прокричать;
51957,3,Ку-ка-ре-ку,«CL»,2,прокричать;
51958,3,Дура,«CL»,2,прокричать;
51959,1,Скобелев,Snom,1,прокричать;
51960,3,К отцу,«CL»,2,прокричать;
51961,1,Варвара,Snom,1,прокричать;
51962,3,торчат,«CL»,2,прокричать;
51963,1,Колофидин,Snom,1,прокричать;
51964,3,вопрос,«CL»,2,прокричать;
51965,1,Олейник,Snom,1,прокричать;
51966,3,знал,«CL»,2,прокричать;
51967,1,я,SPROnom,1,прокричать;
51968,3,звать-то,«CL»,2,прокричать;
51969,3,достигала,«CL»,2,прокричать;
51970,3,Здравствуйте,«CL»,2,прокричать;
51971,1,компания,Snom,1,прокричать;
51972,3,С / годом,«CL»,2,прокричать;
51973,1,Зинка,Snom,1,прокричать;
51974,3,быстро,«CL»,2,прокричать;
51975,1,Поэт,Snom,1,прокричать;
51976,3,что / понимает,что + CL,2,прокричать;
51977,3,что объявляет,что + CL,2,прокричать;
51978,3,что / упал,что + CL,2,прокричать;
51979,1,выпь,Snom,1,прокричать;
51980,1,Петушок-оборотень,Snom,1,прокричать;
51982,1,петух,Snom,1,прокричать;
51983,1,петухи,Snom,1,прокричать;
51984,1,Сенат,Snom,1,прокричать;
51985,3,vivat,Sacc,3,прокричать;
51986,1,фигурка,Snom,1,прокричать;
51987,3,слов,NUMacc,3,прокричать;
51988,1,белолобый,Anom,1,прокричать;
51989,3,льё,Sacc,3,прокричать;
51990,1,прокуратор,Snom,1,прокричать;
51991,3,то,SPROacc,3,прокричать;
51992,3,слова,Sacc,3,прокричать;
51993,1,Чеченка,Snom,1,прокричать;
51994,3,что-то,SPROacc,3,прокричать;
51995,1,болгарин,Snom,1,прокричать;
51996,3,это,SPROacc,3,прокричать;
51997,1,женщина,Snom,1,прокричать;
51998,3,их,SPROacc,3,прокричать;
51999,1,человек,Snom,1,прокричать;
52001,3,выпью,Sins,2,прокричать;
52002,1,телеканалы,Snom,1,прокричать;
52003,3,амнистии,CL,2,прокричать;
52004,1,Петушок,Snom,1,прокричать;
52005,3,о / Зайке,о + Sloc,2,прокричать;
52006,4,бежит,«CL»,2,прокричать;
52007,1,актер,Snom,1,прокричать;
52008,3,комплимент,Sacc,3,прокричать;
52009,4,Калатозову,Sdat,2,прокричать;
52010,5,счастлив,«CL»,2,прокричать;
52011,1,ты,SPROnom,1,прокричать;
52012,3,До вечера,CL,2,прокричать;
52013,4,мне,SPROdat,2,прокричать;
52014,1,Опанас,Snom,1,прокричать;
52015,3,иди,CL,2,прокричать;
52016,4,жене,Sdat,2,прокричать;
52017,3,зарплату,Sacc,3,прокричать;
52018,1,никому,SPROdat,1,проникать;
52020,3,в суть,в + Sacc,2,проникать;
52021,1,Я,SPROnom,1,проникать;
52022,3,в события,в + Sacc,2,проникать;
52023,1,инфекция,Snom,1,проникать;
52025,3,туда,ADVPRO,2,проникать;
52026,1,лес,Snom,1,проникать;
52027,3,в меня,в + SPROacc,2,проникать;
52028,1,он,SPROnom,1,проникать;
52030,3,в / рассказ,в + Sacc,2,проникать;
52031,1,осатанение,Snom,1,проникать;
52033,3,в / окно,в + Sacc,2,проникать;
52034,1,кровь,Snom,1,проникать;
52036,3,в жилы,в + Sacc,2,проникать;
52037,3,в которую,в + APROacc,2,проникать;
52038,1,чему-то,SPROdat,1,проникать;
52039,3,внутрь,ADV,2,проникать;
52040,1,никто,SPROnom,1,проникать;
52041,3,к нему,к + SPROdat,2,проникать;
52042,1,Германн,Snom,1,проникать;
52043,3,сквозь / двери,сквозь + Sacc,2,проникать;
52044,1,сыны,Snom,1,проникать;
52046,3,В России,в + Sloc,1,проникать;
52047,3,на территорию,на + Sacc,2,проникать;
52048,1,мальчик,Snom,1,проникать;
52049,3,на самолёт,на + Sacc,2,проникать;
52051,3,за / границы,за + Sacc,2,проникать;
52052,1,Рябчук,Snom,1,проникать;
52053,1,агрессора,Sacc,1,проникать;
52054,3,на / землю,на + Sacc,2,проникать;
52055,1,с / толпой,с + Sins,1,проникать;
52056,3,в ресторан,в + Sacc,2,проникать;
52057,1,Андрей,Snom,1,проникать;
52058,3,в котельную,в + Sacc,2,проникать;
52059,1,они,SPROnom,1,проникать;
52060,3,в клуб,в + Sacc,2,проникать;
52061,1,лазутчиков,Sacc,1,проникать;
52062,3,в / тыл,в + Sacc,2,проникать;
52063,1,второй,ANUMnom,1,проникать;
52064,3,в / ядро,в + Sacc,2,проникать;
52066,3,в рот,в + Sacc,2,проникать;
52067,1,Она,SPROnom,1,проникать;
52068,3,в / мысли,в + Sacc,2,проникать;
52069,1,жизнь,Snom,1,проникать;
52070,3,в науку,в + Sacc,2,проникать;
52071,1,Кто,SPROnom,1,проникать;
52072,3,в тайны,в + Sacc,2,проникать;
52073,3,в помещение,в + Sacc,2,проникать;
52074,4,через / дверь,через + Sacc,2,проникать;
52075,3,в дом,в + Sacc,2,проникать;
52076,4,с помощью / связки,с + помощью + Sgen,2,проникать;
52077,1,пацанёнок,Snom,1,проникать;
52078,3,в / тайну,в + Sacc,2,проникать;
52079,4,гляделками,Sins,2,проникать;
52080,1,отходы,Snom,1,проникнуть;
52082,3,внутрь,ADV,2,проникнуть;
52083,4,с головы,с + Sgen,2,проникнуть;
52084,1,Колька,Snom,1,пропевать;
52086,3,продолжение,Sacc,3,пропевать;
52087,1,Геббельс,Snom,1,пропевать;
52088,3,куплет,Sacc,3,пропевать;
52089,1,он,SPROnom,1,пропевать;
52091,3,оперу,Sacc,3,пропевать;
52092,1,душа,Snom,1,пропевать;
52094,3,душа,Sacc,3,пропевать;
52095,1,дверь,Snom,1,пропевать;
52096,3,песнь,Sacc,3,пропевать;
52097,1,певец,Snom,1,пропевать;
52098,3,песню,Sacc,3,пропевать;
52099,1,он,SPROnom,1,пропевать;
52100,3,посвященное,Vpartcp.acc,3,пропевать;
52101,1,хор,Snom,1,пропевать;
52103,3,гимн,«CL»,2,пропевать;
52105,3,что-то,SPROacc,3,пропевать;
52106,1,Тан-Сен,Snom,1,пропевать;
52107,3,мантру,Sacc,3,пропевать;
52108,1,Ниной,Sins,2,пропевать;
52109,3,песня,Snom,1,пропевать;
52110,1,Саня,Snom,1,пропевать;
52111,3,фразой,Sins,1,пропевать;
52113,3,шедевров,APROacc,3,пропевать;
52114,3,Покаяния,Sgen,1,пропевать;
52117,3,лета,Snom,1,пропевать;
52118,1,Ваня,Snom,1,пропевать;
52119,3,нам,SPROdat,2,пропевать;
52120,4,чё,«CL»,2,пропевать;
52122,1,петух,Snom,1,пропевать;
52123,1,бабушка,Snom,1,пропевать;
52124,3,слова,Sacc,3,пропевать;
52125,4,Баю-баюшки».,«CL»,2,пропевать;
52126,1,желавшие,Snom,1,пропевать;
52127,3,традиционное,Aacc,3,пропевать;
52128,4,birthday,«CL»,2,пропевать;
52129,1,первый,APROnom,1,пропевать;
52130,3,про / пули,про + Sacc,2,пропевать;
52131,1,он,SPROnom,1,пропеть;
"52133,3,""Несокрушимая,"",«CL»,2,пропеть";
52134,1,лиса,Snom,1,пропеть;
